timestamp,direction,finger_id,finger_norm,current,src_ip,src_port,dst_ip,dst_port
1766827620.7574954,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827620.920238,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827621.0836205,Pico->Unity,0,0.238,64,192.168.0.4,62221,127.0.0.1,5005
1766827621.2623498,Pico->Unity,0,0.238,66,192.168.0.4,62221,127.0.0.1,5005
1766827621.4111145,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827621.5750875,Pico->Unity,0,0.239,64,192.168.0.4,62221,127.0.0.1,5005
1766827621.7403848,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827621.9142413,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827622.0820444,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827622.2306364,Pico->Unity,0,0.238,63,192.168.0.4,62221,127.0.0.1,5005
1766827622.4041185,Pico->Unity,0,0.238,77,192.168.0.4,62221,127.0.0.1,5005
1766827622.559697,Pico->Unity,0,0.238,77,192.168.0.4,62221,127.0.0.1,5005
1766827622.7301588,Pico->Unity,0,0.238,79,192.168.0.4,62221,127.0.0.1,5005
1766827622.8886473,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827623.0698295,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827623.2175179,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827623.3807383,Pico->Unity,0,0.238,61,192.168.0.4,62221,127.0.0.1,5005
1766827623.5516036,Pico->Unity,0,0.239,79,192.168.0.4,62221,127.0.0.1,5005
1766827623.7228568,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827623.872943,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827624.0351145,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827624.2014139,Pico->Unity,0,0.238,77,192.168.0.4,62221,127.0.0.1,5005
1766827624.3635805,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827624.5390334,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827624.6920536,Pico->Unity,0,0.238,80,192.168.0.4,62221,127.0.0.1,5005
1766827624.8582728,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827625.0197499,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827625.1838725,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827625.3595774,Pico->Unity,0,0.238,63,192.168.0.4,62221,127.0.0.1,5005
1766827625.5114095,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827625.7369082,Pico->Unity,0,0.238,66,192.168.0.4,62221,127.0.0.1,5005
1766827625.839063,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827626.005707,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827626.1784616,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827626.3828013,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827626.5038338,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827626.6681006,Pico->Unity,0,0.238,84,192.168.0.4,62221,127.0.0.1,5005
1766827626.826756,Pico->Unity,0,0.238,79,192.168.0.4,62221,127.0.0.1,5005
1766827626.9974587,Pico->Unity,0,0.238,64,192.168.0.4,62221,127.0.0.1,5005
1766827627.1514835,Pico->Unity,0,0.238,86,192.168.0.4,62221,127.0.0.1,5005
1766827627.3295443,Pico->Unity,0,0.238,66,192.168.0.4,62221,127.0.0.1,5005
1766827627.4843695,Pico->Unity,0,0.238,83,192.168.0.4,62221,127.0.0.1,5005
1766827627.8162866,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827627.8162866,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827627.9759579,Pico->Unity,0,0.239,70,192.168.0.4,62221,127.0.0.1,5005
1766827628.1493719,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827628.3688064,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827628.4636774,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827628.6349247,Pico->Unity,0,0.239,66,192.168.0.4,62221,127.0.0.1,5005
1766827628.7895539,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827628.9669735,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827629.1272848,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827629.2832704,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827629.4568958,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827629.6118913,Pico->Unity,0,0.239,76,192.168.0.4,62221,127.0.0.1,5005
1766827629.7882996,Pico->Unity,0,0.239,77,192.168.0.4,62221,127.0.0.1,5005
1766827629.9405048,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827630.1025908,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
1766827630.2751868,Pico->Unity,0,0.238,64,192.168.0.4,62221,127.0.0.1,5005
1766827630.4792686,Pico->Unity,0,0.238,61,192.168.0.4,62221,127.0.0.1,5005
1766827630.6045651,Pico->Unity,0,0.238,66,192.168.0.4,62221,127.0.0.1,5005
1766827630.7909882,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827630.9357138,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827631.0948951,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827631.2505584,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827631.6055694,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827631.6055694,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827631.7416825,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827631.9135034,Pico->Unity,0,0.239,76,192.168.0.4,62221,127.0.0.1,5005
1766827632.0718517,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827632.250277,Pico->Unity,0,0.238,63,192.168.0.4,62221,127.0.0.1,5005
1766827632.4084234,Pico->Unity,0,0.238,63,192.168.0.4,62221,127.0.0.1,5005
1766827632.6284704,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827632.731461,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827632.8896744,Pico->Unity,0,0.239,74,192.168.0.4,62221,127.0.0.1,5005
1766827633.0654004,Pico->Unity,0,0.239,71,192.168.0.4,62221,127.0.0.1,5005
1766827633.2436812,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827633.3816824,Pico->Unity,0,0.238,71,192.168.0.4,62221,127.0.0.1,5005
1766827633.564266,Pico->Unity,0,0.238,63,192.168.0.4,62221,127.0.0.1,5005
1766827633.7110703,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827633.8819802,Pico->Unity,0,0.238,77,192.168.0.4,62221,127.0.0.1,5005
1766827634.0423448,Pico->Unity,0,0.239,80,192.168.0.4,62221,127.0.0.1,5005
1766827634.2015846,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827634.4094763,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827634.528691,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827634.713337,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827634.8612459,Pico->Unity,0,0.239,70,192.168.0.4,62221,127.0.0.1,5005
1766827635.0258205,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827635.1901526,Pico->Unity,0,0.239,79,192.168.0.4,62221,127.0.0.1,5005
1766827635.3522224,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827635.526229,Pico->Unity,0,0.238,76,192.168.0.4,62221,127.0.0.1,5005
1766827635.6837752,Pico->Unity,0,0.239,71,192.168.0.4,62221,127.0.0.1,5005
1766827635.843704,Pico->Unity,0,0.238,66,192.168.0.4,62221,127.0.0.1,5005
1766827636.0101938,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827636.2123773,Pico->Unity,0,0.238,79,192.168.0.4,62221,127.0.0.1,5005
1766827636.3457606,Pico->Unity,0,0.238,74,192.168.0.4,62221,127.0.0.1,5005
1766827636.5040586,Pico->Unity,0,0.238,69,192.168.0.4,62221,127.0.0.1,5005
1766827636.6641347,Pico->Unity,0,0.238,70,192.168.0.4,62221,127.0.0.1,5005
1766827636.8289483,Pico->Unity,0,0.238,73,192.168.0.4,62221,127.0.0.1,5005
1766827636.9959526,Pico->Unity,0,0.238,67,192.168.0.4,62221,127.0.0.1,5005
